dia_test,hora_dia,fecha,demanda_real,demanda_predicha,error_absoluto,error_relativo_pct
55,9,2014-04-10,4.07,4.96,0.89,22.0
55,10,2014-04-10,4.01,4.77,0.76,18.97
55,11,2014-04-10,3.71,4.47,0.76,20.54
55,12,2014-04-10,3.53,4.16,0.63,17.97
55,13,2014-04-10,3.9,4.21,0.3,7.74
55,14,2014-04-10,3.56,3.96,0.4,11.39
55,15,2014-04-10,3.28,3.61,0.33,9.93
55,16,2014-04-10,3.14,3.35,0.21,6.76
55,17,2014-04-10,3.15,3.21,0.07,2.16
55,18,2014-04-10,3.4,3.2,0.2,5.79
55,19,2014-04-10,4.01,3.33,0.67,16.82
55,20,2014-04-10,4.72,3.59,1.13,23.99
55,21,2014-04-10,4.83,3.86,0.97,20.11
55,22,2014-04-10,4.91,4.17,0.74,15.08
55,23,2014-04-10,4.97,4.47,0.5,10.12
56,0,2014-04-11,3.78,5.07,1.3,34.3
56,1,2014-04-11,3.71,5.24,1.53,41.39
56,2,2014-04-11,3.69,5.17,1.48,40.24
56,3,2014-04-11,3.74,5.22,1.48,39.59
56,4,2014-04-11,3.86,5.34,1.48,38.26
56,5,2014-04-11,4.03,5.4,1.37,34.04
56,6,2014-04-11,4.11,5.37,1.26,30.57
56,7,2014-04-11,4.03,5.18,1.15,28.58
56,8,2014-04-11,4.07,4.97,0.9,22.23
56,9,2014-04-11,4.01,4.78,0.77,19.13
56,10,2014-04-11,3.71,4.48,0.77,20.64
56,11,2014-04-11,3.53,4.17,0.64,18.02
56,12,2014-04-11,3.9,4.21,0.3,7.78
56,13,2014-04-11,3.56,3.96,0.41,11.43
56,14,2014-04-11,3.28,3.61,0.33,9.97
56,15,2014-04-11,3.14,3.35,0.21,6.76
56,16,2014-04-11,3.15,3.21,0.07,2.15
56,17,2014-04-11,3.4,3.2,0.2,5.81
56,18,2014-04-11,4.01,3.33,0.67,16.83
56,19,2014-04-11,4.72,3.58,1.13,24.01
56,20,2014-04-11,4.83,3.86,0.97,20.13
56,21,2014-04-11,4.91,4.17,0.74,15.11
56,22,2014-04-11,4.97,4.47,0.5,10.15
56,23,2014-04-11,5.04,4.67,0.36,7.22
57,0,2014-04-12,3.71,5.07,1.36,36.73
57,1,2014-04-12,3.69,5.26,1.57,42.44
57,2,2014-04-12,3.74,5.24,1.5,40.06
57,3,2014-04-12,3.86,5.28,1.42,36.9
57,4,2014-04-12,4.03,5.36,1.33,32.88
57,5,2014-04-12,4.11,5.36,1.25,30.3
57,6,2014-04-12,4.03,5.2,1.16,28.85
57,7,2014-04-12,4.07,4.99,0.92,22.68
57,8,2014-04-12,4.01,4.79,0.78,19.54
57,9,2014-04-12,3.71,4.49,0.78,20.97
57,10,2014-04-12,3.53,4.17,0.64,18.25
57,11,2014-04-12,3.9,4.22,0.31,7.94
57,12,2014-04-12,3.56,3.97,0.41,11.58
57,13,2014-04-12,3.28,3.61,0.33,10.09
57,14,2014-04-12,3.14,3.35,0.21,6.82
57,15,2014-04-12,3.15,3.21,0.07,2.18
57,16,2014-04-12,3.4,3.2,0.2,5.8
57,17,2014-04-12,4.01,3.33,0.67,16.83
57,18,2014-04-12,4.72,3.58,1.13,24.02
57,19,2014-04-12,4.83,3.85,0.97,20.16
57,20,2014-04-12,4.91,4.17,0.74,15.15
57,21,2014-04-12,4.97,4.47,0.51,10.2
57,22,2014-04-12,5.04,4.67,0.37,7.28
57,23,2014-04-12,5.08,4.79,0.29,5.75
58,0,2014-04-13,3.69,5.08,1.39,37.73
58,1,2014-04-13,3.74,5.31,1.57,41.99
58,2,2014-04-13,3.86,5.29,1.43,37.05
58,3,2014-04-13,4.03,5.29,1.26,31.3
58,4,2014-04-13,4.11,5.3,1.19,28.95
58,5,2014-04-13,4.03,5.17,1.14,28.31
58,6,2014-04-13,4.07,4.99,0.92,22.73
58,7,2014-04-13,4.01,4.81,0.79,19.81
58,8,2014-04-13,3.71,4.5,0.79,21.25
58,9,2014-04-13,3.53,4.18,0.65,18.46
58,10,2014-04-13,3.9,4.22,0.32,8.1
58,11,2014-04-13,3.56,3.97,0.42,11.69
58,12,2014-04-13,3.28,3.62,0.33,10.17
58,13,2014-04-13,3.14,3.35,0.22,6.86
58,14,2014-04-13,3.15,3.22,0.07,2.19
58,15,2014-04-13,3.4,3.2,0.2,5.79
58,16,2014-04-13,4.01,3.33,0.67,16.82
58,17,2014-04-13,4.72,3.58,1.13,24.02
58,18,2014-04-13,4.83,3.85,0.97,20.17
58,19,2014-04-13,4.91,4.16,0.74,15.17
58,20,2014-04-13,4.97,4.46,0.51,10.24
58,21,2014-04-13,5.04,4.67,0.37,7.33
58,22,2014-04-13,5.08,4.78,0.3,5.81
58,23,2014-04-13,5.16,4.77,0.39,7.5
59,0,2014-04-14,3.74,5.13,1.39,37.12
59,1,2014-04-14,3.86,5.35,1.49,38.66
59,2,2014-04-14,4.03,5.29,1.26,31.21
59,3,2014-04-14,4.11,5.23,1.12,27.2
59,4,2014-04-14,4.03,5.11,1.08,26.77
59,5,2014-04-14,4.07,4.96,0.89,22.01
59,6,2014-04-14,4.01,4.8,0.79,19.69
59,7,2014-04-14,3.71,4.51,0.79,21.39
59,8,2014-04-14,3.53,4.19,0.66,18.63
59,9,2014-04-14,3.9,4.23,0.32,8.23
59,10,2014-04-14,3.56,3.98,0.42,11.8
59,11,2014-04-14,3.28,3.62,0.34,10.23
59,12,2014-04-14,3.14,3.35,0.22,6.89
59,13,2014-04-14,3.15,3.22,0.07,2.2
59,14,2014-04-14,3.4,3.2,0.2,5.79
59,15,2014-04-14,4.01,3.33,0.67,16.81
59,16,2014-04-14,4.72,3.58,1.13,24.01
59,17,2014-04-14,4.83,3.85,0.97,20.17
59,18,2014-04-14,4.91,4.16,0.75,15.19
59,19,2014-04-14,4.97,4.46,0.51,10.26
59,20,2014-04-14,5.04,4.66,0.37,7.37
59,21,2014-04-14,5.08,4.78,0.3,5.87
59,22,2014-04-14,5.16,4.77,0.39,7.56
59,23,2014-04-14,5.23,4.72,0.51,9.75
60,0,2014-04-15,3.86,5.16,1.3,33.63
60,1,2014-04-15,4.03,5.36,1.33,32.87
60,2,2014-04-15,4.11,5.24,1.13,27.37
60,3,2014-04-15,4.03,5.05,1.02,25.28
60,4,2014-04-15,4.07,4.91,0.84,20.65
60,5,2014-04-15,4.01,4.78,0.76,19.06
60,6,2014-04-15,3.71,4.5,0.79,21.34
60,7,2014-04-15,3.53,4.2,0.67,18.86
60,8,2014-04-15,3.9,4.24,0.33,8.49
60,9,2014-04-15,3.56,3.98,0.43,12.03
60,10,2014-04-15,3.28,3.62,0.34,10.41
60,11,2014-04-15,3.14,3.36,0.22,7.0
60,12,2014-04-15,3.15,3.22,0.07,2.27
60,13,2014-04-15,3.4,3.2,0.2,5.74
60,14,2014-04-15,4.01,3.34,0.67,16.77
60,15,2014-04-15,4.72,3.59,1.13,23.98
60,16,2014-04-15,4.83,3.85,0.97,20.16
60,17,2014-04-15,4.91,4.16,0.75,15.19
60,18,2014-04-15,4.97,4.46,0.51,10.29
60,19,2014-04-15,5.04,4.66,0.37,7.42
60,20,2014-04-15,5.08,4.78,0.3,5.94
60,21,2014-04-15,5.16,4.77,0.39,7.65
60,22,2014-04-15,5.23,4.71,0.51,9.84
60,23,2014-04-15,5.24,4.68,0.56,10.66
61,0,2014-04-16,4.03,5.16,1.13,27.95
61,1,2014-04-16,4.11,5.31,1.2,29.18
61,2,2014-04-16,4.03,5.07,1.04,25.78
61,3,2014-04-16,4.07,4.86,0.79,19.52
61,4,2014-04-16,4.01,4.73,0.72,17.9
61,5,2014-04-16,3.71,4.48,0.77,20.81
61,6,2014-04-16,3.53,4.2,0.67,18.92
61,7,2014-04-16,3.9,4.25,0.34,8.82
61,8,2014-04-16,3.56,4.0,0.44,12.41
61,9,2014-04-16,3.28,3.64,0.35,10.74
61,10,2014-04-16,3.14,3.36,0.23,7.22
61,11,2014-04-16,3.15,3.22,0.08,2.44
61,12,2014-04-16,3.4,3.21,0.19,5.61
61,13,2014-04-16,4.01,3.34,0.67,16.66
61,14,2014-04-16,4.72,3.59,1.13,23.9
61,15,2014-04-16,4.83,3.86,0.97,20.12
61,16,2014-04-16,4.91,4.16,0.74,15.17
61,17,2014-04-16,4.97,4.46,0.51,10.31
61,18,2014-04-16,5.04,4.66,0.38,7.47
61,19,2014-04-16,5.08,4.77,0.31,6.03
61,20,2014-04-16,5.16,4.76,0.4,7.77
61,21,2014-04-16,5.23,4.71,0.52,9.97
61,22,2014-04-16,5.24,4.68,0.57,10.8
61,23,2014-04-16,5.34,4.7,0.64,12.06
62,0,2014-04-17,4.11,5.12,1.01,24.49
62,1,2014-04-17,4.03,5.16,1.13,28.07
62,2,2014-04-17,4.07,4.9,0.84,20.59
62,3,2014-04-17,4.01,4.71,0.7,17.36
62,4,2014-04-17,3.71,4.46,0.74,20.03
62,5,2014-04-17,3.53,4.19,0.66,18.71
62,6,2014-04-17,3.9,4.26,0.36,9.11
62,7,2014-04-17,3.56,4.02,0.46,12.94
62,8,2014-04-17,3.28,3.65,0.37,11.29
62,9,2014-04-17,3.14,3.38,0.24,7.65
62,10,2014-04-17,3.15,3.23,0.09,2.77
62,11,2014-04-17,3.4,3.22,0.18,5.36
62,12,2014-04-17,4.01,3.35,0.66,16.48
62,13,2014-04-17,4.72,3.6,1.12,23.77
62,14,2014-04-17,4.83,3.86,0.97,20.04
62,15,2014-04-17,4.91,4.17,0.74,15.13
62,16,2014-04-17,4.97,4.46,0.51,10.31
62,17,2014-04-17,5.04,4.66,0.38,7.53
62,18,2014-04-17,5.08,4.77,0.31,6.14
62,19,2014-04-17,5.16,4.75,0.41,7.91
62,20,2014-04-17,5.23,4.7,0.53,10.14
62,21,2014-04-17,5.24,4.67,0.58,10.98
62,22,2014-04-17,5.34,4.69,0.65,12.24
62,23,2014-04-17,5.35,4.78,0.57,10.66
63,0,2014-04-18,4.03,4.99,0.96,23.82
63,1,2014-04-18,4.07,5.03,0.96,23.61
63,2,2014-04-18,4.01,4.79,0.77,19.3
63,3,2014-04-18,3.71,4.47,0.76,20.41
63,4,2014-04-18,3.53,4.19,0.66,18.69
63,5,2014-04-18,3.9,4.27,0.37,9.43
63,6,2014-04-18,3.56,4.04,0.49,13.7
63,7,2014-04-18,3.28,3.68,0.4,12.24
63,8,2014-04-18,3.14,3.4,0.27,8.45
63,9,2014-04-18,3.15,3.25,0.11,3.45
63,10,2014-04-18,3.4,3.24,0.16,4.82
63,11,2014-04-18,4.01,3.36,0.65,16.1
63,12,2014-04-18,4.72,3.61,1.11,23.51
63,13,2014-04-18,4.83,3.87,0.96,19.86
63,14,2014-04-18,4.91,4.17,0.74,15.02
63,15,2014-04-18,4.97,4.46,0.51,10.28
63,16,2014-04-18,5.04,4.65,0.38,7.58
63,17,2014-04-18,5.08,4.76,0.32,6.28
63,18,2014-04-18,5.16,4.74,0.42,8.11
63,19,2014-04-18,5.23,4.69,0.54,10.37
63,20,2014-04-18,5.24,4.65,0.59,11.22
63,21,2014-04-18,5.34,4.68,0.67,12.47
63,22,2014-04-18,5.35,4.77,0.58,10.88
63,23,2014-04-18,5.18,4.82,0.36,6.97
64,0,2014-04-19,4.07,4.89,0.82,20.25
64,1,2014-04-19,4.01,4.91,0.9,22.37
64,2,2014-04-19,3.71,4.55,0.83,22.48
64,3,2014-04-19,3.53,4.21,0.68,19.2
64,4,2014-04-19,3.9,4.28,0.37,9.56
64,5,2014-04-19,3.56,4.06,0.5,14.15
64,6,2014-04-19,3.28,3.71,0.43,13.03
64,7,2014-04-19,3.14,3.43,0.29,9.27
64,8,2014-04-19,3.15,3.28,0.13,4.28
64,9,2014-04-19,3.4,3.26,0.14,4.07
64,10,2014-04-19,4.01,3.39,0.62,15.51
64,11,2014-04-19,4.72,3.63,1.09,23.08
64,12,2014-04-19,4.83,3.89,0.94,19.51
64,13,2014-04-19,4.91,4.18,0.72,14.76
64,14,2014-04-19,4.97,4.47,0.5,10.11
64,15,2014-04-19,5.04,4.66,0.38,7.53
64,16,2014-04-19,5.08,4.76,0.32,6.35
64,17,2014-04-19,5.16,4.73,0.43,8.26
64,18,2014-04-19,5.23,4.67,0.55,10.58
64,19,2014-04-19,5.24,4.64,0.6,11.45
64,20,2014-04-19,5.34,4.66,0.68,12.71
64,21,2014-04-19,5.35,4.76,0.59,11.1
64,22,2014-04-19,5.18,4.81,0.37,7.19
64,23,2014-04-19,4.94,4.73,0.21,4.35
65,0,2014-04-20,4.01,4.8,0.79,19.65
65,1,2014-04-20,3.71,4.67,0.96,25.9
65,2,2014-04-20,3.53,4.29,0.76,21.5
65,3,2014-04-20,3.9,4.3,0.4,10.14
65,4,2014-04-20,3.56,4.07,0.51,14.36
65,5,2014-04-20,3.28,3.73,0.44,13.52
65,6,2014-04-20,3.14,3.45,0.31,9.98
65,7,2014-04-20,3.15,3.31,0.16,5.16
65,8,2014-04-20,3.4,3.29,0.11,3.13
65,9,2014-04-20,4.01,3.42,0.59,14.66
65,10,2014-04-20,4.72,3.66,1.06,22.41
65,11,2014-04-20,4.83,3.91,0.91,18.94
65,12,2014-04-20,4.91,4.21,0.7,14.3
65,13,2014-04-20,4.97,4.49,0.49,9.79
65,14,2014-04-20,5.04,4.67,0.37,7.36
65,15,2014-04-20,5.08,4.76,0.32,6.34
65,16,2014-04-20,5.16,4.73,0.43,8.38
65,17,2014-04-20,5.23,4.66,0.56,10.78
65,18,2014-04-20,5.24,4.63,0.61,11.7
65,19,2014-04-20,5.34,4.65,0.69,12.96
65,20,2014-04-20,5.35,4.74,0.61,11.36
65,21,2014-04-20,5.18,4.8,0.39,7.44
65,22,2014-04-20,4.94,4.71,0.23,4.59
65,23,2014-04-20,4.8,4.65,0.14,3.01
66,0,2014-04-21,3.71,4.6,0.89,23.97
66,1,2014-04-21,3.53,4.45,0.92,26.09
66,2,2014-04-21,3.9,4.41,0.51,13.0
66,3,2014-04-21,3.56,4.12,0.56,15.88
66,4,2014-04-21,3.28,3.76,0.48,14.6
66,5,2014-04-21,3.14,3.49,0.35,11.26
66,6,2014-04-21,3.15,3.35,0.21,6.61
66,7,2014-04-21,3.4,3.34,0.06,1.65
66,8,2014-04-21,4.01,3.47,0.54,13.35
66,9,2014-04-21,4.72,3.71,1.01,21.39
66,10,2014-04-21,4.83,3.95,0.87,18.08
66,11,2014-04-21,4.91,4.24,0.67,13.64
66,12,2014-04-21,4.97,4.51,0.46,9.33
66,13,2014-04-21,5.04,4.68,0.36,7.12
66,14,2014-04-21,5.08,4.76,0.32,6.34
66,15,2014-04-21,5.16,4.72,0.44,8.57
66,16,2014-04-21,5.23,4.65,0.58,11.1
66,17,2014-04-21,5.24,4.61,0.63,12.08
66,18,2014-04-21,5.34,4.63,0.71,13.36
66,19,2014-04-21,5.35,4.72,0.63,11.74
66,20,2014-04-21,5.18,4.78,0.4,7.81
66,21,2014-04-21,4.94,4.7,0.24,4.95
66,22,2014-04-21,4.8,4.64,0.16,3.36
66,23,2014-04-21,4.62,4.54,0.07,1.57
67,0,2014-04-22,3.53,4.44,0.91,25.87
67,1,2014-04-22,3.9,4.58,0.67,17.18
67,2,2014-04-22,3.56,4.22,0.67,18.76
67,3,2014-04-22,3.28,3.81,0.53,16.14
67,4,2014-04-22,3.14,3.53,0.39,12.47
67,5,2014-04-22,3.15,3.39,0.25,7.82
67,6,2014-04-22,3.4,3.39,0.01,0.4
67,7,2014-04-22,4.01,3.52,0.49,12.21
67,8,2014-04-22,4.72,3.75,0.96,20.41
67,9,2014-04-22,4.83,4.0,0.83,17.21
67,10,2014-04-22,4.91,4.27,0.63,12.93
67,11,2014-04-22,4.97,4.53,0.44,8.81
67,12,2014-04-22,5.04,4.69,0.34,6.83
67,13,2014-04-22,5.08,4.76,0.32,6.3
67,14,2014-04-22,5.16,4.71,0.45,8.73
67,15,2014-04-22,5.23,4.63,0.6,11.39
67,16,2014-04-22,5.24,4.59,0.65,12.44
67,17,2014-04-22,5.34,4.61,0.73,13.74
67,18,2014-04-22,5.35,4.7,0.65,12.1
67,19,2014-04-22,5.18,4.76,0.42,8.16
67,20,2014-04-22,4.94,4.68,0.26,5.29
67,21,2014-04-22,4.8,4.62,0.18,3.69
67,22,2014-04-22,4.62,4.53,0.09,1.88
67,23,2014-04-22,4.16,4.25,0.09,2.21
68,0,2014-04-23,3.9,4.6,0.69,17.74
68,1,2014-04-23,3.56,4.33,0.78,21.81
68,2,2014-04-23,3.28,3.84,0.56,17.05
68,3,2014-04-23,3.14,3.51,0.37,11.92
68,4,2014-04-23,3.15,3.36,0.22,6.83
68,5,2014-04-23,3.4,3.35,0.05,1.33
68,6,2014-04-23,4.01,3.5,0.51,12.7
68,7,2014-04-23,4.72,3.75,0.97,20.51
68,8,2014-04-23,4.83,4.0,0.82,17.09
68,9,2014-04-23,4.91,4.29,0.62,12.69
68,10,2014-04-23,4.97,4.55,0.42,8.52
68,11,2014-04-23,5.04,4.71,0.33,6.57
68,12,2014-04-23,5.08,4.77,0.31,6.09
68,13,2014-04-23,5.16,4.72,0.44,8.59
68,14,2014-04-23,5.23,4.64,0.59,11.31
68,15,2014-04-23,5.24,4.59,0.65,12.39
68,16,2014-04-23,5.34,4.61,0.73,13.71
68,17,2014-04-23,5.35,4.7,0.65,12.09
68,18,2014-04-23,5.18,4.76,0.42,8.16
68,19,2014-04-23,4.94,4.68,0.26,5.3
68,20,2014-04-23,4.8,4.62,0.18,3.7
68,21,2014-04-23,4.62,4.53,0.09,1.9
68,22,2014-04-23,4.16,4.25,0.09,2.19
68,23,2014-04-23,3.9,3.98,0.07,1.84
69,0,2014-04-24,3.56,4.33,0.78,21.87
69,1,2014-04-24,3.28,4.05,0.77,23.49
69,2,2014-04-24,3.14,3.7,0.56,17.86
69,3,2014-04-24,3.15,3.5,0.35,11.27
69,4,2014-04-24,3.4,3.47,0.07,2.05
69,5,2014-04-24,4.01,3.6,0.41,10.13
69,6,2014-04-24,4.72,3.84,0.88,18.56
69,7,2014-04-24,4.83,4.08,0.74,15.43
69,8,2014-04-24,4.91,4.35,0.56,11.34
69,9,2014-04-24,4.97,4.6,0.37,7.53
69,10,2014-04-24,5.04,4.73,0.3,6.03
69,11,2014-04-24,5.08,4.78,0.3,5.98
69,12,2014-04-24,5.16,4.7,0.46,8.83
69,13,2014-04-24,5.23,4.61,0.62,11.8
69,14,2014-04-24,5.24,4.56,0.68,13.01
69,15,2014-04-24,5.34,4.58,0.77,14.35
69,16,2014-04-24,5.35,4.67,0.68,12.72
69,17,2014-04-24,5.18,4.73,0.46,8.78
69,18,2014-04-24,4.94,4.65,0.29,5.91
69,19,2014-04-24,4.8,4.59,0.21,4.29
69,20,2014-04-24,4.62,4.5,0.11,2.47
69,21,2014-04-24,4.16,4.23,0.07,1.63
69,22,2014-04-24,3.9,3.96,0.05,1.33
69,23,2014-04-24,4.21,4.07,0.14,3.36
70,0,2014-04-25,3.28,4.14,0.85,26.02
70,1,2014-04-25,3.14,3.88,0.74,23.75
70,2,2014-04-25,3.15,3.62,0.48,15.22
70,3,2014-04-25,3.4,3.53,0.13,3.96
70,4,2014-04-25,4.01,3.63,0.38,9.54
70,5,2014-04-25,4.72,3.85,0.87,18.43
70,6,2014-04-25,4.83,4.08,0.74,15.4
70,7,2014-04-25,4.91,4.35,0.56,11.34
70,8,2014-04-25,4.97,4.6,0.38,7.57
70,9,2014-04-25,5.04,4.73,0.31,6.13
70,10,2014-04-25,5.08,4.77,0.31,6.16
70,11,2014-04-25,5.16,4.69,0.47,9.1
70,12,2014-04-25,5.23,4.59,0.63,12.13
70,13,2014-04-25,5.24,4.54,0.7,13.37
70,14,2014-04-25,5.34,4.56,0.79,14.69
70,15,2014-04-25,5.35,4.65,0.7,13.05
70,16,2014-04-25,5.18,4.71,0.47,9.11
70,17,2014-04-25,4.94,4.63,0.31,6.24
70,18,2014-04-25,4.8,4.58,0.22,4.62
70,19,2014-04-25,4.62,4.49,0.13,2.8
70,20,2014-04-25,4.16,4.21,0.05,1.3
70,21,2014-04-25,3.9,3.94,0.04,1.03
70,22,2014-04-25,4.21,4.06,0.15,3.63
70,23,2014-04-25,3.81,3.91,0.1,2.52
71,0,2014-04-26,3.14,4.03,0.89,28.38
71,1,2014-04-26,3.15,3.79,0.65,20.61
71,2,2014-04-26,3.4,3.61,0.21,6.19
71,3,2014-04-26,4.01,3.62,0.39,9.67
71,4,2014-04-26,4.72,3.8,0.92,19.4
71,5,2014-04-26,4.83,4.03,0.8,16.59
71,6,2014-04-26,4.91,4.3,0.61,12.47
71,7,2014-04-26,4.97,4.55,0.43,8.56
71,8,2014-04-26,5.04,4.69,0.35,6.94
71,9,2014-04-26,5.08,4.73,0.35,6.8
71,10,2014-04-26,5.16,4.66,0.5,9.63
71,11,2014-04-26,5.23,4.57,0.66,12.59
71,12,2014-04-26,5.24,4.52,0.72,13.78
71,13,2014-04-26,5.34,4.54,0.8,15.04
71,14,2014-04-26,5.35,4.63,0.72,13.38
71,15,2014-04-26,5.18,4.7,0.49,9.43
71,16,2014-04-26,4.94,4.62,0.32,6.54
71,17,2014-04-26,4.8,4.56,0.24,4.93
71,18,2014-04-26,4.62,4.47,0.14,3.11
71,19,2014-04-26,4.16,4.2,0.04,0.98
71,20,2014-04-26,3.9,3.93,0.03,0.72
71,21,2014-04-26,4.21,4.05,0.16,3.9
71,22,2014-04-26,3.81,3.9,0.09,2.27
71,23,2014-04-26,3.53,3.63,0.11,2.99
72,0,2014-04-27,3.15,3.97,0.83,26.23
72,1,2014-04-27,3.4,3.77,0.37,10.97
72,2,2014-04-27,4.01,3.66,0.35,8.64
72,3,2014-04-27,4.72,3.76,0.96,20.38
72,4,2014-04-27,4.83,3.94,0.89,18.34
72,5,2014-04-27,4.91,4.21,0.7,14.3
72,6,2014-04-27,4.97,4.46,0.51,10.22
72,7,2014-04-27,5.04,4.62,0.42,8.35
72,8,2014-04-27,5.08,4.68,0.4,7.95
72,9,2014-04-27,5.16,4.62,0.54,10.54
72,10,2014-04-27,5.23,4.53,0.7,13.32
72,11,2014-04-27,5.24,4.49,0.76,14.41
72,12,2014-04-27,5.34,4.51,0.83,15.59
72,13,2014-04-27,5.35,4.61,0.74,13.88
72,14,2014-04-27,5.18,4.67,0.51,9.91
72,15,2014-04-27,4.94,4.59,0.35,7.01
72,16,2014-04-27,4.8,4.54,0.26,5.4
72,17,2014-04-27,4.62,4.45,0.17,3.58
72,18,2014-04-27,4.16,4.18,0.02,0.51
72,19,2014-04-27,3.9,3.92,0.01,0.28
72,20,2014-04-27,4.21,4.03,0.18,4.3
72,21,2014-04-27,3.81,3.88,0.07,1.91
72,22,2014-04-27,3.53,3.62,0.1,2.71
72,23,2014-04-27,3.37,3.43,0.07,1.95
73,0,2014-04-28,3.4,3.97,0.57,16.72
73,1,2014-04-28,4.01,3.83,0.18,4.57
73,2,2014-04-28,4.72,3.78,0.94,19.91
73,3,2014-04-28,4.83,3.87,0.96,19.86
73,4,2014-04-28,4.91,4.1,0.81,16.57
73,5,2014-04-28,4.97,4.35,0.62,12.53
73,6,2014-04-28,5.04,4.51,0.53,10.43
73,7,2014-04-28,5.08,4.59,0.49,9.69
73,8,2014-04-28,5.16,4.54,0.62,11.97
73,9,2014-04-28,5.23,4.47,0.76,14.51
73,10,2014-04-28,5.24,4.43,0.81,15.43
73,11,2014-04-28,5.34,4.46,0.88,16.47
73,12,2014-04-28,5.35,4.56,0.79,14.69
73,13,2014-04-28,5.18,4.63,0.55,10.68
73,14,2014-04-28,4.94,4.56,0.38,7.75
73,15,2014-04-28,4.8,4.5,0.29,6.11
73,16,2014-04-28,4.62,4.42,0.2,4.27
73,17,2014-04-28,4.16,4.15,0.01,0.15
73,18,2014-04-28,3.9,3.89,0.01,0.34
73,19,2014-04-28,4.21,4.01,0.2,4.81
73,20,2014-04-28,3.81,3.87,0.06,1.49
73,21,2014-04-28,3.53,3.61,0.09,2.42
73,22,2014-04-28,3.37,3.43,0.06,1.83
73,23,2014-04-28,3.38,3.4,0.02,0.55
74,0,2014-04-29,4.01,4.02,0.02,0.39
74,1,2014-04-29,4.72,3.93,0.78,16.59
74,2,2014-04-29,4.83,3.87,0.96,19.79
74,3,2014-04-29,4.91,4.0,0.91,18.57
74,4,2014-04-29,4.97,4.21,0.76,15.24
74,5,2014-04-29,5.04,4.38,0.66,13.07
74,6,2014-04-29,5.08,4.47,0.61,12.06
74,7,2014-04-29,5.16,4.44,0.72,13.97
74,8,2014-04-29,5.23,4.38,0.85,16.19
74,9,2014-04-29,5.24,4.36,0.88,16.84
74,10,2014-04-29,5.34,4.4,0.94,17.67
74,11,2014-04-29,5.35,4.51,0.84,15.76
74,12,2014-04-29,5.18,4.58,0.61,11.67
74,13,2014-04-29,4.94,4.51,0.43,8.69
74,14,2014-04-29,4.8,4.46,0.33,6.98
74,15,2014-04-29,4.62,4.38,0.23,5.09
74,16,2014-04-29,4.16,4.12,0.04,0.9
74,17,2014-04-29,3.9,3.86,0.04,1.03
74,18,2014-04-29,4.21,3.99,0.23,5.36
74,19,2014-04-29,3.81,3.85,0.04,1.05
74,20,2014-04-29,3.53,3.6,0.08,2.15
74,21,2014-04-29,3.37,3.43,0.06,1.76
74,22,2014-04-29,3.38,3.4,0.02,0.66
74,23,2014-04-29,3.61,3.61,0.0,0.11
75,0,2014-04-30,4.72,4.11,0.61,12.88
75,1,2014-04-30,4.83,4.02,0.81,16.76
75,2,2014-04-30,4.91,3.99,0.92,18.67
75,3,2014-04-30,4.97,4.11,0.86,17.37
75,4,2014-04-30,5.04,4.24,0.79,15.78
75,5,2014-04-30,5.08,4.34,0.74,14.61
75,6,2014-04-30,5.16,4.33,0.83,16.12
75,7,2014-04-30,5.23,4.29,0.94,17.96
75,8,2014-04-30,5.24,4.28,0.96,18.32
75,9,2014-04-30,5.34,4.33,1.01,18.89
75,10,2014-04-30,5.35,4.45,0.9,16.79
75,11,2014-04-30,5.18,4.53,0.65,12.59
75,12,2014-04-30,4.94,4.47,0.47,9.5
75,13,2014-04-30,4.8,4.43,0.37,7.7
75,14,2014-04-30,4.62,4.35,0.26,5.74
75,15,2014-04-30,4.16,4.1,0.06,1.48
75,16,2014-04-30,3.9,3.84,0.06,1.55
75,17,2014-04-30,4.21,3.97,0.24,5.76
75,18,2014-04-30,3.81,3.84,0.03,0.76
75,19,2014-04-30,3.53,3.6,0.07,1.99
75,20,2014-04-30,3.37,3.43,0.06,1.76
75,21,2014-04-30,3.38,3.41,0.03,0.8
75,22,2014-04-30,3.61,3.62,0.01,0.32
75,23,2014-04-30,4.18,4.19,0.01,0.34
76,0,2014-05-01,4.83,4.16,0.66,13.77
76,1,2014-05-01,4.91,4.14,0.77,15.75
76,2,2014-05-01,4.97,4.11,0.86,17.28
76,3,2014-05-01,5.04,4.15,0.89,17.58
76,4,2014-05-01,5.08,4.22,0.86,16.99
76,5,2014-05-01,5.16,4.22,0.94,18.28
76,6,2014-05-01,5.23,4.2,1.03,19.71
76,7,2014-05-01,5.24,4.21,1.03,19.7
76,8,2014-05-01,5.34,4.28,1.07,19.96
76,9,2014-05-01,5.35,4.41,0.94,17.65
76,10,2014-05-01,5.18,4.49,0.69,13.3
76,11,2014-05-01,4.94,4.44,0.5,10.1
76,12,2014-05-01,4.8,4.4,0.39,8.22
76,13,2014-05-01,4.62,4.33,0.29,6.18
76,14,2014-05-01,4.16,4.08,0.08,1.85
76,15,2014-05-01,3.9,3.83,0.07,1.86
76,16,2014-05-01,4.21,3.96,0.25,6.0
76,17,2014-05-01,3.81,3.83,0.02,0.6
76,18,2014-05-01,3.53,3.6,0.07,1.92
76,19,2014-05-01,3.37,3.43,0.06,1.78
76,20,2014-05-01,3.38,3.41,0.03,0.92
